id,question,response,category,topic,row_type,source_url,note
1246,What is Anti-Corruption and Transparency Unit in YABATECH?,Anti-Corruption and Transparency Unit is listed as one of the service units on the official YABATECH website.,units,Anti-Corruption and Transparency Unit,official_fact,https://www.yabatech.edu.ng/,current as checked on 2026-05-12
1247,"For a learner, What is Anti-Corruption and Transparency Unit in YABATECH? please",Anti-Corruption and Transparency Unit is listed as one of the service units on the official YABATECH website.,units,Anti-Corruption and Transparency Unit,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1248,Please answer: What is Anti-Corruption and Transparency Unit in YABATECH?,Anti-Corruption and Transparency Unit is listed as one of the service units on the official YABATECH website.,units,Anti-Corruption and Transparency Unit,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1249,Name a YABATECH service unit,Anti-Corruption and Transparency Unit is listed as one of the service units on the official YABATECH website.,units,Anti-Corruption and Transparency Unit,official_fact,https://www.yabatech.edu.ng/,current as checked on 2026-05-12
1250,I want to know: Name a YABATECH service unit for admission learners,Anti-Corruption and Transparency Unit is listed as one of the service units on the official YABATECH website.,units,Anti-Corruption and Transparency Unit,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1251,Can you explain: Name a YABATECH service unit today,Anti-Corruption and Transparency Unit is listed as one of the service units on the official YABATECH website.,units,Anti-Corruption and Transparency Unit,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1252,Where is Anti-Corruption and Transparency Unit listed on YABATECH site?,Anti-Corruption and Transparency Unit is listed as one of the service units on the official YABATECH website.,units,Anti-Corruption and Transparency Unit,official_fact,https://www.yabatech.edu.ng/,current as checked on 2026-05-12
1253,Can you explain: Where is Anti-Corruption and Transparency Unit listed on YABATECH site? please,Anti-Corruption and Transparency Unit is listed as one of the service units on the official YABATECH website.,units,Anti-Corruption and Transparency Unit,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1254,"In simple words, Where is Anti-Corruption and Transparency Unit listed on YABATECH site? on YABATECH website",Anti-Corruption and Transparency Unit is listed as one of the service units on the official YABATECH website.,units,Anti-Corruption and Transparency Unit,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1255,Give me a fact about Anti-Corruption and Transparency Unit,Anti-Corruption and Transparency Unit is listed as one of the service units on the official YABATECH website.,units,Anti-Corruption and Transparency Unit,official_fact,https://www.yabatech.edu.ng/,current as checked on 2026-05-12
1256,Quick question: Give me a fact about Anti-Corruption and Transparency Unit for students,Anti-Corruption and Transparency Unit is listed as one of the service units on the official YABATECH website.,units,Anti-Corruption and Transparency Unit,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1257,Can you explain: Give me a fact about Anti-Corruption and Transparency Unit,Anti-Corruption and Transparency Unit is listed as one of the service units on the official YABATECH website.,units,Anti-Corruption and Transparency Unit,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1258,Is Anti-Corruption and Transparency Unit part of YABATECH services?,Anti-Corruption and Transparency Unit is listed as one of the service units on the official YABATECH website.,units,Anti-Corruption and Transparency Unit,official_fact,https://www.yabatech.edu.ng/,current as checked on 2026-05-12
1259,Can you explain: Is Anti-Corruption and Transparency Unit part of YABATECH services? briefly,Anti-Corruption and Transparency Unit is listed as one of the service units on the official YABATECH website.,units,Anti-Corruption and Transparency Unit,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1260,I want to know: Is Anti-Corruption and Transparency Unit part of YABATECH services? in simple terms,Anti-Corruption and Transparency Unit is listed as one of the service units on the official YABATECH website.,units,Anti-Corruption and Transparency Unit,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1261,Is Audit Unit a YABATECH unit?,Audit Unit is listed as one of the service units on the official YABATECH website.,units,Audit Unit,official_fact,https://www.yabatech.edu.ng/,current as checked on 2026-05-12
1262,"For a learner, Is Audit Unit a YABATECH unit? on YABATECH website",Audit Unit is listed as one of the service units on the official YABATECH website.,units,Audit Unit,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1263,"In simple words, Is Audit Unit a YABATECH unit? please",Audit Unit is listed as one of the service units on the official YABATECH website.,units,Audit Unit,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1264,Tell me about Audit Unit at YABATECH,Audit Unit is listed as one of the service units on the official YABATECH website.,units,Audit Unit,official_fact,https://www.yabatech.edu.ng/,current as checked on 2026-05-12
1265,Student asked: Tell me about Audit Unit at YABATECH briefly,Audit Unit is listed as one of the service units on the official YABATECH website.,units,Audit Unit,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1266,Help me answer: Tell me about Audit Unit at YABATECH today,Audit Unit is listed as one of the service units on the official YABATECH website.,units,Audit Unit,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1267,Which category is Audit Unit under?,Audit Unit is listed as one of the service units on the official YABATECH website.,units,Audit Unit,official_fact,https://www.yabatech.edu.ng/,current as checked on 2026-05-12
1268,Can you explain: Which category is Audit Unit under? for admission learners,Audit Unit is listed as one of the service units on the official YABATECH website.,units,Audit Unit,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1269,Which category is Audit Unit under? on YABATECH website,Audit Unit is listed as one of the service units on the official YABATECH website.,units,Audit Unit,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1270,Does YABATECH list Audit Unit?,Audit Unit is listed as one of the service units on the official YABATECH website.,units,Audit Unit,official_fact,https://www.yabatech.edu.ng/,current as checked on 2026-05-12
1271,Does YABATECH list Audit Unit? as a chatbot response,Audit Unit is listed as one of the service units on the official YABATECH website.,units,Audit Unit,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1272,"In simple words, Does YABATECH list Audit Unit? in simple terms",Audit Unit is listed as one of the service units on the official YABATECH website.,units,Audit Unit,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1273,YABATECH Audit Unit information,Audit Unit is listed as one of the service units on the official YABATECH website.,units,Audit Unit,official_fact,https://www.yabatech.edu.ng/,current as checked on 2026-05-12
1274,Can you explain: YABATECH Audit Unit information today,Audit Unit is listed as one of the service units on the official YABATECH website.,units,Audit Unit,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1275,I want to know: YABATECH Audit Unit information on YABATECH website,Audit Unit is listed as one of the service units on the official YABATECH website.,units,Audit Unit,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1276,What is Audit Unit in YABATECH?,Audit Unit is listed as one of the service units on the official YABATECH website.,units,Audit Unit,official_fact,https://www.yabatech.edu.ng/,current as checked on 2026-05-12
1277,Student asked: What is Audit Unit in YABATECH? for admission learners,Audit Unit is listed as one of the service units on the official YABATECH website.,units,Audit Unit,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1278,Can you explain: What is Audit Unit in YABATECH? today,Audit Unit is listed as one of the service units on the official YABATECH website.,units,Audit Unit,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1279,Name a YABATECH service unit,Audit Unit is listed as one of the service units on the official YABATECH website.,units,Audit Unit,official_fact,https://www.yabatech.edu.ng/,current as checked on 2026-05-12
1280,I want to know: Name a YABATECH service unit please,Audit Unit is listed as one of the service units on the official YABATECH website.,units,Audit Unit,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1281,Please answer: Name a YABATECH service unit today,Audit Unit is listed as one of the service units on the official YABATECH website.,units,Audit Unit,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1282,Where is Audit Unit listed on YABATECH site?,Audit Unit is listed as one of the service units on the official YABATECH website.,units,Audit Unit,official_fact,https://www.yabatech.edu.ng/,current as checked on 2026-05-12
1283,Quick question: Where is Audit Unit listed on YABATECH site? briefly,Audit Unit is listed as one of the service units on the official YABATECH website.,units,Audit Unit,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1284,Help me answer: Where is Audit Unit listed on YABATECH site? briefly,Audit Unit is listed as one of the service units on the official YABATECH website.,units,Audit Unit,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1285,Give me a fact about Audit Unit,Audit Unit is listed as one of the service units on the official YABATECH website.,units,Audit Unit,official_fact,https://www.yabatech.edu.ng/,current as checked on 2026-05-12
1286,Can you explain: Give me a fact about Audit Unit please,Audit Unit is listed as one of the service units on the official YABATECH website.,units,Audit Unit,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1287,Give me a fact about Audit Unit on YABATECH website,Audit Unit is listed as one of the service units on the official YABATECH website.,units,Audit Unit,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1288,Is Audit Unit part of YABATECH services?,Audit Unit is listed as one of the service units on the official YABATECH website.,units,Audit Unit,official_fact,https://www.yabatech.edu.ng/,current as checked on 2026-05-12
1289,Student asked: Is Audit Unit part of YABATECH services? briefly,Audit Unit is listed as one of the service units on the official YABATECH website.,units,Audit Unit,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1290,Quick question: Is Audit Unit part of YABATECH services? on YABATECH website,Audit Unit is listed as one of the service units on the official YABATECH website.,units,Audit Unit,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1291,Is Centre for Information Technology and Management a YABATECH unit?,Centre for Information Technology and Management is listed as one of the service units on the official YABATECH website.,units,Centre for Information Technology and Management,official_fact,https://www.yabatech.edu.ng/,current as checked on 2026-05-12
1292,Can you explain: Is Centre for Information Technology and Management a YABATECH unit?,Centre for Information Technology and Management is listed as one of the service units on the official YABATECH website.,units,Centre for Information Technology and Management,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1293,"In simple words, Is Centre for Information Technology and Management a YABATECH unit?",Centre for Information Technology and Management is listed as one of the service units on the official YABATECH website.,units,Centre for Information Technology and Management,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1294,Tell me about Centre for Information Technology and Management at YABATECH,Centre for Information Technology and Management is listed as one of the service units on the official YABATECH website.,units,Centre for Information Technology and Management,official_fact,https://www.yabatech.edu.ng/,current as checked on 2026-05-12
1295,Help me answer: Tell me about Centre for Information Technology and Management at YABATECH?,Centre for Information Technology and Management is listed as one of the service units on the official YABATECH website.,units,Centre for Information Technology and Management,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1296,"For a learner, Tell me about Centre for Information Technology and Management at YABATECH on YABATECH website",Centre for Information Technology and Management is listed as one of the service units on the official YABATECH website.,units,Centre for Information Technology and Management,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1297,Which category is Centre for Information Technology and Management under?,Centre for Information Technology and Management is listed as one of the service units on the official YABATECH website.,units,Centre for Information Technology and Management,official_fact,https://www.yabatech.edu.ng/,current as checked on 2026-05-12
1298,Quick question: Which category is Centre for Information Technology and Management under? briefly,Centre for Information Technology and Management is listed as one of the service units on the official YABATECH website.,units,Centre for Information Technology and Management,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1299,Class question: Which category is Centre for Information Technology and Management under? in simple terms,Centre for Information Technology and Management is listed as one of the service units on the official YABATECH website.,units,Centre for Information Technology and Management,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1300,Does YABATECH list Centre for Information Technology and Management?,Centre for Information Technology and Management is listed as one of the service units on the official YABATECH website.,units,Centre for Information Technology and Management,official_fact,https://www.yabatech.edu.ng/,current as checked on 2026-05-12
1301,Does YABATECH list Centre for Information Technology and Management? in simple terms,Centre for Information Technology and Management is listed as one of the service units on the official YABATECH website.,units,Centre for Information Technology and Management,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1302,Help me answer: Does YABATECH list Centre for Information Technology and Management?,Centre for Information Technology and Management is listed as one of the service units on the official YABATECH website.,units,Centre for Information Technology and Management,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1303,YABATECH Centre for Information Technology and Management information,Centre for Information Technology and Management is listed as one of the service units on the official YABATECH website.,units,Centre for Information Technology and Management,official_fact,https://www.yabatech.edu.ng/,current as checked on 2026-05-12
1304,Can you explain: YABATECH Centre for Information Technology and Management information?,Centre for Information Technology and Management is listed as one of the service units on the official YABATECH website.,units,Centre for Information Technology and Management,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1305,Help me answer: YABATECH Centre for Information Technology and Management information on YABATECH website,Centre for Information Technology and Management is listed as one of the service units on the official YABATECH website.,units,Centre for Information Technology and Management,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1306,What is Centre for Information Technology and Management in YABATECH?,Centre for Information Technology and Management is listed as one of the service units on the official YABATECH website.,units,Centre for Information Technology and Management,official_fact,https://www.yabatech.edu.ng/,current as checked on 2026-05-12
1307,Please answer: What is Centre for Information Technology and Management in YABATECH? in simple terms,Centre for Information Technology and Management is listed as one of the service units on the official YABATECH website.,units,Centre for Information Technology and Management,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1308,"In simple words, What is Centre for Information Technology and Management in YABATECH? in simple terms",Centre for Information Technology and Management is listed as one of the service units on the official YABATECH website.,units,Centre for Information Technology and Management,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1309,Name a YABATECH service unit,Centre for Information Technology and Management is listed as one of the service units on the official YABATECH website.,units,Centre for Information Technology and Management,official_fact,https://www.yabatech.edu.ng/,current as checked on 2026-05-12
1310,Class question: Name a YABATECH service unit on YABATECH website,Centre for Information Technology and Management is listed as one of the service units on the official YABATECH website.,units,Centre for Information Technology and Management,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1311,Class question: Name a YABATECH service unit please,Centre for Information Technology and Management is listed as one of the service units on the official YABATECH website.,units,Centre for Information Technology and Management,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1312,Where is Centre for Information Technology and Management listed on YABATECH site?,Centre for Information Technology and Management is listed as one of the service units on the official YABATECH website.,units,Centre for Information Technology and Management,official_fact,https://www.yabatech.edu.ng/,current as checked on 2026-05-12
1313,Help me answer: Where is Centre for Information Technology and Management listed on YABATECH site?,Centre for Information Technology and Management is listed as one of the service units on the official YABATECH website.,units,Centre for Information Technology and Management,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1314,Where is Centre for Information Technology and Management listed on YABATECH site? for admission learners,Centre for Information Technology and Management is listed as one of the service units on the official YABATECH website.,units,Centre for Information Technology and Management,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1315,Give me a fact about Centre for Information Technology and Management,Centre for Information Technology and Management is listed as one of the service units on the official YABATECH website.,units,Centre for Information Technology and Management,official_fact,https://www.yabatech.edu.ng/,current as checked on 2026-05-12
1316,Class question: Give me a fact about Centre for Information Technology and Management briefly,Centre for Information Technology and Management is listed as one of the service units on the official YABATECH website.,units,Centre for Information Technology and Management,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1317,"For a learner, Give me a fact about Centre for Information Technology and Management on YABATECH website",Centre for Information Technology and Management is listed as one of the service units on the official YABATECH website.,units,Centre for Information Technology and Management,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1318,Is Centre for Information Technology and Management part of YABATECH services?,Centre for Information Technology and Management is listed as one of the service units on the official YABATECH website.,units,Centre for Information Technology and Management,official_fact,https://www.yabatech.edu.ng/,current as checked on 2026-05-12
1319,Class question: Is Centre for Information Technology and Management part of YABATECH services?,Centre for Information Technology and Management is listed as one of the service units on the official YABATECH website.,units,Centre for Information Technology and Management,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1320,I want to know: Is Centre for Information Technology and Management part of YABATECH services? please,Centre for Information Technology and Management is listed as one of the service units on the official YABATECH website.,units,Centre for Information Technology and Management,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1321,Is Medical Services a YABATECH unit?,Medical Services is listed as one of the service units on the official YABATECH website.,units,Medical Services,official_fact,https://www.yabatech.edu.ng/,current as checked on 2026-05-12
1322,Is Medical Services a YABATECH unit? briefly,Medical Services is listed as one of the service units on the official YABATECH website.,units,Medical Services,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1323,Quick question: Is Medical Services a YABATECH unit? for students,Medical Services is listed as one of the service units on the official YABATECH website.,units,Medical Services,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1324,Tell me about Medical Services at YABATECH,Medical Services is listed as one of the service units on the official YABATECH website.,units,Medical Services,official_fact,https://www.yabatech.edu.ng/,current as checked on 2026-05-12
1325,Tell me about Medical Services at YABATECH for admission learners,Medical Services is listed as one of the service units on the official YABATECH website.,units,Medical Services,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1326,"In simple words, Tell me about Medical Services at YABATECH in simple terms",Medical Services is listed as one of the service units on the official YABATECH website.,units,Medical Services,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1327,Which category is Medical Services under?,Medical Services is listed as one of the service units on the official YABATECH website.,units,Medical Services,official_fact,https://www.yabatech.edu.ng/,current as checked on 2026-05-12
1328,Student asked: Which category is Medical Services under? for students,Medical Services is listed as one of the service units on the official YABATECH website.,units,Medical Services,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1329,I want to know: Which category is Medical Services under? briefly,Medical Services is listed as one of the service units on the official YABATECH website.,units,Medical Services,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1330,Does YABATECH list Medical Services?,Medical Services is listed as one of the service units on the official YABATECH website.,units,Medical Services,official_fact,https://www.yabatech.edu.ng/,current as checked on 2026-05-12
1331,"In simple words, Does YABATECH list Medical Services? today",Medical Services is listed as one of the service units on the official YABATECH website.,units,Medical Services,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1332,"In simple words, Does YABATECH list Medical Services? for students",Medical Services is listed as one of the service units on the official YABATECH website.,units,Medical Services,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1333,YABATECH Medical Services information,Medical Services is listed as one of the service units on the official YABATECH website.,units,Medical Services,official_fact,https://www.yabatech.edu.ng/,current as checked on 2026-05-12
1334,"For a learner, YABATECH Medical Services information today",Medical Services is listed as one of the service units on the official YABATECH website.,units,Medical Services,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1335,Can you explain: YABATECH Medical Services information for admission learners,Medical Services is listed as one of the service units on the official YABATECH website.,units,Medical Services,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1336,What is Medical Services in YABATECH?,Medical Services is listed as one of the service units on the official YABATECH website.,units,Medical Services,official_fact,https://www.yabatech.edu.ng/,current as checked on 2026-05-12
1337,What is Medical Services in YABATECH? today,Medical Services is listed as one of the service units on the official YABATECH website.,units,Medical Services,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1338,What is Medical Services in YABATECH? please,Medical Services is listed as one of the service units on the official YABATECH website.,units,Medical Services,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1339,Name a YABATECH service unit,Medical Services is listed as one of the service units on the official YABATECH website.,units,Medical Services,official_fact,https://www.yabatech.edu.ng/,current as checked on 2026-05-12
1340,Student asked: Name a YABATECH service unit briefly,Medical Services is listed as one of the service units on the official YABATECH website.,units,Medical Services,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1341,Name a YABATECH service unit for admission learners,Medical Services is listed as one of the service units on the official YABATECH website.,units,Medical Services,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1342,Where is Medical Services listed on YABATECH site?,Medical Services is listed as one of the service units on the official YABATECH website.,units,Medical Services,official_fact,https://www.yabatech.edu.ng/,current as checked on 2026-05-12
1343,Student asked: Where is Medical Services listed on YABATECH site? please,Medical Services is listed as one of the service units on the official YABATECH website.,units,Medical Services,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1344,Class question: Where is Medical Services listed on YABATECH site? please,Medical Services is listed as one of the service units on the official YABATECH website.,units,Medical Services,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1345,Give me a fact about Medical Services,Medical Services is listed as one of the service units on the official YABATECH website.,units,Medical Services,official_fact,https://www.yabatech.edu.ng/,current as checked on 2026-05-12
1346,Quick question: Give me a fact about Medical Services on YABATECH website,Medical Services is listed as one of the service units on the official YABATECH website.,units,Medical Services,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1347,Please answer: Give me a fact about Medical Services,Medical Services is listed as one of the service units on the official YABATECH website.,units,Medical Services,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1348,Is Medical Services part of YABATECH services?,Medical Services is listed as one of the service units on the official YABATECH website.,units,Medical Services,official_fact,https://www.yabatech.edu.ng/,current as checked on 2026-05-12
1349,Quick question: Is Medical Services part of YABATECH services? please,Medical Services is listed as one of the service units on the official YABATECH website.,units,Medical Services,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1350,Please answer: Is Medical Services part of YABATECH services? for admission learners,Medical Services is listed as one of the service units on the official YABATECH website.,units,Medical Services,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1351,Is Physical Planning Unit a YABATECH unit?,Physical Planning Unit is listed as one of the service units on the official YABATECH website.,units,Physical Planning Unit,official_fact,https://www.yabatech.edu.ng/,current as checked on 2026-05-12
1352,Quick question: Is Physical Planning Unit a YABATECH unit?,Physical Planning Unit is listed as one of the service units on the official YABATECH website.,units,Physical Planning Unit,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1353,Is Physical Planning Unit a YABATECH unit?,Physical Planning Unit is listed as one of the service units on the official YABATECH website.,units,Physical Planning Unit,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1354,Tell me about Physical Planning Unit at YABATECH,Physical Planning Unit is listed as one of the service units on the official YABATECH website.,units,Physical Planning Unit,official_fact,https://www.yabatech.edu.ng/,current as checked on 2026-05-12
1355,Student asked: Tell me about Physical Planning Unit at YABATECH briefly,Physical Planning Unit is listed as one of the service units on the official YABATECH website.,units,Physical Planning Unit,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1356,Student asked: Tell me about Physical Planning Unit at YABATECH for admission learners,Physical Planning Unit is listed as one of the service units on the official YABATECH website.,units,Physical Planning Unit,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1357,Which category is Physical Planning Unit under?,Physical Planning Unit is listed as one of the service units on the official YABATECH website.,units,Physical Planning Unit,official_fact,https://www.yabatech.edu.ng/,current as checked on 2026-05-12
1358,Class question: Which category is Physical Planning Unit under? on YABATECH website,Physical Planning Unit is listed as one of the service units on the official YABATECH website.,units,Physical Planning Unit,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1359,Student asked: Which category is Physical Planning Unit under? on YABATECH website,Physical Planning Unit is listed as one of the service units on the official YABATECH website.,units,Physical Planning Unit,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1360,Does YABATECH list Physical Planning Unit?,Physical Planning Unit is listed as one of the service units on the official YABATECH website.,units,Physical Planning Unit,official_fact,https://www.yabatech.edu.ng/,current as checked on 2026-05-12
1361,"In simple words, Does YABATECH list Physical Planning Unit? briefly",Physical Planning Unit is listed as one of the service units on the official YABATECH website.,units,Physical Planning Unit,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1362,Help me answer: Does YABATECH list Physical Planning Unit? please,Physical Planning Unit is listed as one of the service units on the official YABATECH website.,units,Physical Planning Unit,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1363,YABATECH Physical Planning Unit information,Physical Planning Unit is listed as one of the service units on the official YABATECH website.,units,Physical Planning Unit,official_fact,https://www.yabatech.edu.ng/,current as checked on 2026-05-12
1364,Can you explain: YABATECH Physical Planning Unit information for students,Physical Planning Unit is listed as one of the service units on the official YABATECH website.,units,Physical Planning Unit,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1365,"For a learner, YABATECH Physical Planning Unit information as a chatbot response",Physical Planning Unit is listed as one of the service units on the official YABATECH website.,units,Physical Planning Unit,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1366,What is Physical Planning Unit in YABATECH?,Physical Planning Unit is listed as one of the service units on the official YABATECH website.,units,Physical Planning Unit,official_fact,https://www.yabatech.edu.ng/,current as checked on 2026-05-12
1367,What is Physical Planning Unit in YABATECH?,Physical Planning Unit is listed as one of the service units on the official YABATECH website.,units,Physical Planning Unit,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1368,What is Physical Planning Unit in YABATECH? briefly,Physical Planning Unit is listed as one of the service units on the official YABATECH website.,units,Physical Planning Unit,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1369,Name a YABATECH service unit,Physical Planning Unit is listed as one of the service units on the official YABATECH website.,units,Physical Planning Unit,official_fact,https://www.yabatech.edu.ng/,current as checked on 2026-05-12
1370,Can you explain: Name a YABATECH service unit today,Physical Planning Unit is listed as one of the service units on the official YABATECH website.,units,Physical Planning Unit,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1371,Class question: Name a YABATECH service unit briefly,Physical Planning Unit is listed as one of the service units on the official YABATECH website.,units,Physical Planning Unit,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1372,Where is Physical Planning Unit listed on YABATECH site?,Physical Planning Unit is listed as one of the service units on the official YABATECH website.,units,Physical Planning Unit,official_fact,https://www.yabatech.edu.ng/,current as checked on 2026-05-12
1373,Class question: Where is Physical Planning Unit listed on YABATECH site? for admission learners,Physical Planning Unit is listed as one of the service units on the official YABATECH website.,units,Physical Planning Unit,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1374,Class question: Where is Physical Planning Unit listed on YABATECH site? as a chatbot response,Physical Planning Unit is listed as one of the service units on the official YABATECH website.,units,Physical Planning Unit,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1375,Give me a fact about Physical Planning Unit,Physical Planning Unit is listed as one of the service units on the official YABATECH website.,units,Physical Planning Unit,official_fact,https://www.yabatech.edu.ng/,current as checked on 2026-05-12
1376,I want to know: Give me a fact about Physical Planning Unit?,Physical Planning Unit is listed as one of the service units on the official YABATECH website.,units,Physical Planning Unit,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1377,Class question: Give me a fact about Physical Planning Unit please,Physical Planning Unit is listed as one of the service units on the official YABATECH website.,units,Physical Planning Unit,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1378,Is Physical Planning Unit part of YABATECH services?,Physical Planning Unit is listed as one of the service units on the official YABATECH website.,units,Physical Planning Unit,official_fact,https://www.yabatech.edu.ng/,current as checked on 2026-05-12
1379,"For a learner, Is Physical Planning Unit part of YABATECH services?",Physical Planning Unit is listed as one of the service units on the official YABATECH website.,units,Physical Planning Unit,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
